A,C,P,B,L,R,LA
2,6,90,40.47169876,191.4669952,0.959999979,57
2,7,84,29.21500015,202,0.879999995,58
2,7,87,32.32020187,181.6000061,0.939999998,59
2,7,90,38.96649933,219.0670013,0.959999979,60
2,8,75,18.38999939,130.3999939,0.939999998,61
2,8,78,22.67410088,130.1999969,0.939999998,62
2,8,81,21.3227005,224.7330017,0.860000014,63
2,8,84,30.03820038,183.9329987,0.920000017,64
2,8,90,41.70970154,274.9330139,0.920000017,65
1,1,60,6.924779892,1227.300049,0.280000001,66
1,1,66,10.71269989,1476.670044,0.319999993,67
1,1,78,10.84290028,436.6669922,0.600000024,68
1,1,81,8.939120293,294.8980103,0.660000026,69
1,1,90,11.19830036,286.6669922,0.74000001,70
1,2,66,8.92936039,516.6669922,0.600000024,71
1,2,84,10.88189983,223.3329926,0.759999991,72
1,2,90,13.48999977,270,0.779999971,73
1,3,60,10.81680012,410,0.600000024,74
1,3,84,11.16250038,318.5029907,0.699999988,75
1,3,87,9.232760429,500,0.600000024,76
1,3,90,13.48999977,296.6669922,0.74000001,77
1,4,84,9.284810066,366.6669922,0.680000007,78
1,4,87,13.49650002,206.0540009,0.839999974,79
1,4,90,15.72640038,440,0.680000007,80
1,5,87,17.63669968,218.8890076,0.779999971,81
1,5,90,19.89579964,280.4760132,0.74000001,82
1,6,84,13.08580017,427.3469849,0.579999983,83
1,6,87,17.61059952,427.2219849,0.620000005,84
1,6,90,18.2336998,313.3330078,0.720000029,85
1,7,87,15.70689964,306.6669922,0.759999991,86
1,8,78,9.232760429,420,0.639999986,87
3,1,60,15.01360035,168.1329956,0.980000019,0
3,1,66,16.83279991,179.4669952,0.959999979,1
3,1,78,18.7234993,152.8000031,1,2
3,1,81,18.69750023,150.3999939,1,3
3,1,87,18.88380051,162.1999969,1,4
3,1,90,21.68230057,211.3999939,1,5
3,2,60,13.05459976,111.8000031,1,6
3,2,66,16.83600044,120.8000031,1,7
3,2,78,18.71369934,111,1,8
3,2,84,24.99349976,110.5999985,1,9
3,2,87,19.27260017,134.1329956,0.980000019,10
3,2,90,28.83410072,200.3999939,1,11
3,3,60,18.71369934,111.8000031,1,12
3,3,81,20.61750031,100.5999985,1,13
3,3,84,19.94199944,160.6000061,1,14
3,3,87,23.95529938,160.8000031,1,15
3,3,90,26.89780045,200.3999939,1,16
3,4,81,18.86750031,120.4000015,1,17
3,4,84,23.91629982,160.1999969,1,18
3,4,87,32.84730148,200.1999969,1,19
3,4,90,35.45949936,220.1999969,1,20
3,5,87,35.50510025,181.1999969,1,21
3,5,90,42.83340073,221.6000061,1,22
3,6,84,27.80179977,141.3999939,1,23
3,6,87,33.19300079,193.3329926,0.980000019,24
3,6,90,42.10589981,240,1,25
3,7,84,30.0781002,171,1,26
3,7,87,33.53630066,190.3999939,1,27
3,7,90,40.57149887,262.2000122,1,28
3,8,78,23.63150024,131.8000031,1,29
3,8,81,22.20859909,170.8000031,1,30
3,8,84,31.14290047,171,1,31
3,8,90,43.49769974,300,1,32
2,1,60,14.18389988,321.6669922,0.699999988,33
2,1,66,16.10720062,230,0.819999993,34
2,1,78,17.96209908,203.7330017,0.879999995,35
2,1,81,17.97839928,217.8670044,0.839999974,36
2,1,87,18.17440033,188.6670074,0.920000017,37
2,1,90,20.77689934,201.1999969,0.939999998,38
2,2,60,12.2347002,201.3999939,0.879999995,39
2,2,66,16.09740067,146.8670044,0.920000017,40
2,2,78,18.02070045,150.8000031,0.879999995,41
2,2,84,24.31019974,201.1999969,0.860000014,42
2,2,87,18.54369926,157.0670013,0.899999976,43
2,2,90,27.80419922,154.1329956,0.980000019,44
2,3,60,18.04339981,98.66670227,0.959999979,45
2,3,84,19.05940056,218.2669983,0.860000014,46
2,3,87,23.04669952,150.8000031,0.939999998,47
2,3,90,25.8614006,154.9329987,0.980000019,48
2,4,81,18.25900078,188.2669983,0.860000014,49
2,4,84,23.07920074,125.7330017,0.980000019,50
2,4,87,31.78170013,141.1999969,1,51
2,4,90,34.21089935,163.7330017,0.980000019,52
2,5,87,34.21409988,189.0670013,0.899999976,53
2,5,90,41.37889862,178.2669983,0.959999979,54
2,6,84,26.93869972,154.5330048,0.920000017,55
2,6,87,31.94759941,131.6000061,1,56
2,6,90,40.51399994,191.2669983,0.959999979,57
2,7,84,29.20529938,216.5330048,0.860000014,58
2,7,87,32.29410172,168.6670074,0.959999979,59
2,7,90,38.91770172,232,0.939999998,60
2,8,75,18.37369919,170.8000031,0.899999976,61
2,8,78,22.6644001,143.7330017,0.920000017,62
2,8,81,21.36170006,211.6000061,0.899999976,63
2,8,84,30.09350014,157.0670013,0.959999979,64
2,8,90,41.71300125,274.9330139,0.920000017,65
1,1,60,6.905260086,1050,0.360000014,66
1,1,66,10.78759956,836.6669922,0.419999987,67
1,1,78,10.81359959,591.6669922,0.519999981,68
1,1,81,8.906590462,466.6669922,0.600000024,69
1,1,90,11.20479965,250.4759979,0.759999991,70
1,2,66,8.896829605,556.6669922,0.540000022,71
1,2,84,10.86240005,343.3330078,0.699999988,72
1,2,90,13.39890003,496.6669922,0.579999983,73
1,3,60,10.8071003,370,0.600000024,74
1,3,84,11.13000011,500,0.579999983,75
1,3,87,9.245770454,291.2929993,0.720000029,76
1,3,90,13.44449997,283.3330078,0.74000001,77
1,4,84,9.314089775,206.6670074,0.800000012,78
1,4,87,13.5486002,96.66670227,0.959999979,79
1,4,90,15.69709969,256.8710022,0.74000001,80
1,5,87,17.64319992,200,0.839999974,81
1,5,90,19.83729935,396.6669922,0.680000007,82
1,6,84,13.08250046,645.0339966,0.600000024,83
1,6,87,17.55529976,426.6669922,0.639999986,84
1,6,90,18.13940048,685.0339966,0.620000005,85
1,7,87,15.73289967,253.3329926,0.800000012,86
1,8,78,9.161190033,526.6669922,0.579999983,87
3,1,60,14.98110008,194.6000061,0.939999998,0
3,1,66,16.81329918,151.1999969,1,1
3,1,78,18.72030067,153,1,2
3,1,81,18.72680092,163.5330048,0.980000019,3
3,1,87,18.94879913,174.9329987,0.980000019,4
3,1,90,21.68880081,224.9329987,0.980000019,5
3,2,60,13.02859974,124.9329987,0.980000019,6
3,2,66,16.83600044,120,1,7
3,2,78,18.72999954,111.4000015,1,8
3,2,84,25.01309967,110.8000031,1,9
3,2,87,19.28230095,121.4000015,1,10
3,2,90,28.84379959,201,1,11
3,3,60,18.69750023,110.8000031,1,12
3,3,81,20.64349937,101.1999969,1,13
3,3,84,19.95829964,161.8000031,1,14
3,3,87,23.96179962,160.8000031,1,15
3,3,90,26.88150024,200.1999969,1,16
3,4,81,18.88050079,120.5999985,1,17
3,4,84,23.92930031,161,1,18
3,4,87,32.84080124,200.8000031,1,19
3,4,90,35.46929932,220.6000061,1,20
3,5,87,35.48880005,193.5330048,0.980000019,21
3,5,90,42.80089951,220.1999969,1,22
3,6,84,27.79859924,140.8000031,1,23
3,6,87,33.22230148,180.6000061,1,24
3,6,90,42.11240005,240,1,25
3,7,84,30.0618,170.1999969,1,26
3,7,87,33.52980042,190.1999969,1,27
3,7,90,40.51620102,260.2000122,1,28
3,8,78,23.6413002,131.3999939,1,29
3,8,81,22.20210075,170.1999969,1,30
3,8,84,31.14940071,170.6000061,1,31
3,8,90,43.48139954,300.2000122,1,32
2,1,60,14.1480999,295.1390076,0.699999988,33
2,1,66,16.10070038,230.3999939,0.839999974,34
2,1,78,18.02389908,124.3059998,0.939999998,35
2,1,81,18.0109005,152.3999939,0.939999998,36
2,1,87,18.20369911,120.8000031,1,37
2,1,90,20.78339958,214.9329987,0.920000017,38
2,2,60,12.2184,215.1329956,0.819999993,39
2,2,66,16.09740067,253.7330017,0.800000012,40
2,2,78,17.99139977,163.5330048,0.879999995,41
2,2,84,24.33950043,108.6669998,0.959999979,42
2,2,87,18.56649971,133.3329926,0.899999976,43
2,2,90,27.8010006,141.1999969,1,44
2,3,60,18.04669952,125.9329987,0.920000017,45
2,3,84,19.03339958,164.9329987,0.920000017,46
2,3,87,23.03689957,137.0670013,0.959999979,47
2,3,90,25.86470032,140.8000031,1,48
2,4,81,18.20050049,187.0670013,0.860000014,49
2,4,84,23.09869957,124.9329987,0.980000019,50
2,4,87,31.8076992,154.8300018,0.959999979,51
2,4,90,34.21409988,216.6670074,0.920000017,52
2,5,87,34.23040009,162,0.939999998,53
2,5,90,41.38550186,165.3329926,0.980000019,54
2,6,84,26.94199944,182,0.879999995,55
2,6,87,31.91180038,143.7330017,0.980000019,56
2,6,90,40.51399994,192.6670074,0.959999979,57
2,7,84,29.17270088,294.9330139,0.800000012,58
2,7,87,32.27140045,180.6000061,0.939999998,59
2,7,90,38.92100143,216.6670074,0.959999979,60
2,8,75,18.37700081,196.8670044,0.839999974,61
2,8,78,22.67410088,143.7330017,0.920000017,62
2,8,81,21.3064003,331.3999939,0.759999991,63
2,8,84,30.04800034,185.5330048,0.920000017,64
2,8,90,41.74549866,260.3999939,0.939999998,65
1,1,60,6.872729778,1340.780029,0.259999991,66
1,1,66,10.79730034,1478.569946,0.419999987,67
1,1,78,10.83959961,356.6669922,0.620000005,68
1,1,81,8.974909782,223.3329926,0.779999971,69
1,1,90,11.16899967,427.3469849,0.600000024,70
1,2,66,8.88381958,553.401001,0.519999981,71
1,2,84,10.86240005,343.3330078,0.660000026,72
1,2,90,13.47379971,323.3330078,0.74000001,73
1,3,60,10.83640003,396.6669922,0.620000005,74
1,3,84,11.16250038,300,0.74000001,75
1,3,87,9.271800041,273.3330078,0.74000001,76
1,3,90,13.46070004,336.6669922,0.699999988,77
1,4,84,9.275050163,273.3330078,0.74000001,78
1,4,87,13.49650002,216.6670074,0.819999993,79
1,4,90,15.76869965,173.3329926,0.879999995,80
1,5,87,17.59110069,320,0.680000007,81
1,5,90,19.8307991,290,0.74000001,82
1,6,84,13.07600021,740.2719727,0.560000002,83
1,6,87,17.63019943,306.6669922,0.74000001,84
1,6,90,18.15889931,406.6669922,0.639999986,85
1,7,87,15.74919987,202.4490051,0.819999993,86
1,8,78,9.226249695,380,0.620000005,87
3,1,60,14.9843998,221.2669983,0.899999976,0
3,1,66,16.82629967,165.1329956,0.980000019,1
3,1,78,18.71369934,152.1999969,1,2
3,1,81,18.71050072,150.6000061,1,3
3,1,87,18.86420059,160.6000061,1,4
3,1,90,21.68549919,210.6000061,1,5
3,2,60,13.07089996,113,1,6
3,2,66,16.8295002,134.5330048,0.980000019,7
3,2,78,18.7071991,110.4000015,1,8
3,2,84,25.02280045,110.8000031,1,9
3,2,87,19.23679924,120.1999969,1,10
3,2,90,28.8307991,200.3999939,1,11
3,3,60,18.71050072,111.8000031,1,12
3,3,81,20.61420059,100.5999985,1,13
3,3,84,19.93880081,160.8000031,1,14
3,3,87,23.95859909,161,1,15
3,3,90,26.90430069,200.8000031,1,16
3,4,81,18.87400055,120.8000031,1,17
3,4,84,23.93250084,161.3999939,1,18
3,4,87,32.84730148,200.8000031,1,19
3,4,90,35.4659996,221.1999969,1,20
3,5,87,35.47259903,181,1,21
3,5,90,42.7845993,220.3999939,1,22
3,6,84,27.79529953,140.6000061,1,23
3,6,87,33.20930099,180.6000061,1,24
3,6,90,42.08639908,240,1,25
3,7,84,30.0781002,170.3999939,1,26
3,7,87,33.53630066,190.3999939,1,27
3,7,90,40.53239822,260,1,28
3,8,78,23.65110016,131.3999939,1,29
3,8,81,22.22480011,171.8000031,1,30
3,8,84,31.14609909,170.6000061,1,31
3,8,90,43.48139954,300,1,32
2,1,60,14.15470028,455.8500061,0.660000026,33
2,1,66,16.11039925,244.1329956,0.819999993,34
2,1,78,17.98810005,150.3999939,0.939999998,35
2,1,81,18.00440025,151.1999969,0.939999998,36
2,1,87,18.2166996,160.8000031,0.959999979,37
2,1,90,20.80290031,160.8000031,1,38
2,2,60,12.22159958,121,0.939999998,39
2,2,66,16.06809998,173.5330048,0.860000014,40
2,2,78,18.00119972,177.2669983,0.860000014,41
2,2,84,24.27770042,147.4669952,0.899999976,42
2,2,87,18.57299995,158.2669983,0.899999976,43
2,2,90,27.76189995,168.2669983,0.959999979,44
2,3,60,18.09880066,165.7330017,0.860000014,45
2,3,84,19.05290031,124.5329971,0.980000019,46
2,3,87,23.04669952,163.7330017,0.939999998,47
2,3,90,25.88419914,182,0.939999998,48
2,4,81,18.16790009,120.8000031,0.939999998,49
2,4,84,23.04339981,150,0.939999998,50
2,4,87,31.81100082,194.5330048,0.920000017,51
2,4,90,34.24020004,150.3999939,1,52
2,5,87,34.24990082,164.8000031,0.939999998,53
2,5,90,41.37239838,191.1999969,0.939999998,54
2,6,84,26.92900085,180.3999939,0.899999976,55
2,6,87,31.93129921,158.0670013,0.959999979,56
2,6,90,40.51399994,175.9329987,0.980000019,57
2,7,84,29.2378006,162.3999939,0.939999998,58
2,7,87,32.31689835,167.6670074,0.959999979,59
2,7,90,38.89500046,256.6669922,0.920000017,60
2,8,75,18.42250061,157.4669952,0.899999976,61
2,8,78,22.71640015,143.7330017,0.920000017,62
2,8,81,21.37800026,185.1329956,0.920000017,63
2,8,84,30.0739994,224.5330048,0.879999995,64
2,8,90,41.73899841,250.6940002,0.920000017,65
1,1,60,6.908520222,1661.109985,0.360000014,66
1,1,66,10.72249985,1008.330017,0.340000004,67
1,1,78,10.86559963,516.6669922,0.600000024,68
1,1,81,8.96514988,294.8980103,0.720000029,69
1,1,90,11.19509983,326.6669922,0.699999988,70
1,2,66,8.906590462,508.3330078,0.620000005,71
1,2,84,10.83310032,330,0.660000026,72
1,2,90,13.46070004,256.6669922,0.759999991,73
1,3,60,10.81029987,458.1629944,0.560000002,74
1,3,84,11.14630032,353.3330078,0.660000026,75
1,3,87,9.226249695,318.5029907,0.660000026,76
1,3,90,13.49979973,190,0.819999993,77
1,4,84,9.333609581,223.2649994,0.800000012,78
1,4,87,13.50629997,233.2649994,0.800000012,79
1,4,90,15.70370007,240,0.779999971,80
1,5,87,17.62689972,253.3329926,0.779999971,81
1,5,90,19.82749939,410,0.680000007,82
1,6,84,13.06299973,420,0.639999986,83
1,6,87,17.66270065,284.0820007,0.74000001,84
1,6,90,18.29229927,236.0540009,0.800000012,85
1,7,87,15.74269962,373.3330078,0.779999971,86
1,8,78,9.255530357,380,0.680000007,87
3,1,60,14.9843998,178.8670044,0.959999979,0
3,1,66,16.80680084,164.9329987,0.980000019,1
3,1,78,18.72030067,166.9329987,0.980000019,2
3,1,81,18.7071991,150.3999939,1,3
3,1,87,18.89999962,161.8000031,1,4
3,1,90,21.6692009,210.8000031,1,5
3,2,60,13.06760025,112.5999985,1,6
3,2,66,16.81979942,174.7330017,0.939999998,7
3,2,78,18.72030067,124.1330032,0.980000019,8
3,2,84,25.02930069,110.8000031,1,9
3,2,87,19.25629997,121,1,10
3,2,90,28.85359955,214.5330048,0.980000019,11
3,3,60,18.70400047,111,1,12
3,3,81,20.63369942,101.4000015,1,13
3,3,84,19.92900085,174.5330048,0.980000019,14
3,3,87,23.95529938,160.3999939,1,15
3,3,90,26.90430069,200.8000031,1,16
3,4,81,18.86750031,120.4000015,1,17
3,4,84,23.93899918,161.8000031,1,18
3,4,87,32.86360168,201.6000061,1,19
3,4,90,35.4367981,220.1999969,1,20
3,5,87,35.47579956,194.3329926,0.980000019,21
3,5,90,42.77159882,220,1,22
3,6,84,27.7595005,140,1,23
3,6,87,33.19630051,180,1,24
3,6,90,42.09939957,240.6000061,1,25
3,7,84,30.0781002,170.6000061,1,26
3,7,87,33.54600143,190,1,27
3,7,90,40.54539871,260,1,28
3,8,78,23.66080093,132.8000031,1,29
3,8,81,22.22480011,184.9329987,0.980000019,30
3,8,84,31.12989998,170.1999969,1,31
3,8,90,43.48469925,300.2000122,1,32
2,1,60,14.17420006,515.5999756,0.620000005,33
2,1,66,16.09420013,271.6000061,0.800000012,34
2,1,78,18.00119972,190.8000031,0.879999995,35
2,1,81,18.00119972,137.4669952,0.959999979,36
2,1,87,18.16139984,174.1329956,0.920000017,37
2,1,90,20.81270027,215.3329926,0.920000017,38
2,2,60,12.18910027,280.7999878,0.759999991,39
2,2,66,16.10390091,227.4669952,0.819999993,40
2,2,78,18.04999924,176.8670044,0.839999974,41
2,2,84,24.31019974,160.8000031,0.879999995,42
2,2,87,18.56979942,145.3329926,0.920000017,43
2,2,90,27.76840019,154.5330048,0.980000019,44
2,3,60,18.03370094,164.3329926,0.860000014,45
2,3,84,19.03989983,151.1999969,0.939999998,46
2,3,87,23.0564003,152,0.939999998,47
2,3,90,25.88100052,154.5330048,0.980000019,48
2,4,81,18.18740082,134.3329926,0.920000017,49
2,4,84,23.05319977,110,1,50
2,4,87,31.81419945,182,0.959999979,51
2,4,90,34.22719955,177.4669952,0.959999979,52
2,5,87,34.25640106,162.3999939,0.939999998,53
2,5,90,41.39519882,177.8670044,0.959999979,54
2,6,84,26.93549919,169.2519989,0.899999976,55
2,6,87,31.93779945,143.9329987,0.980000019,56
2,6,90,40.53020096,163.6000061,1,57
2,7,84,29.27680016,177.3329926,0.920000017,58
2,7,87,32.25180054,166.6670074,0.959999979,59
2,7,90,38.93719864,217.6670074,0.959999979,60
2,8,75,18.38999939,90.80000305,1,61
2,8,78,22.73270035,158.0670013,0.899999976,62
2,8,81,21.33250046,184.5330048,0.920000017,63
2,8,84,30.08699989,185.7330017,0.920000017,64
2,8,90,41.75529861,236.1329956,0.980000019,65
1,1,60,6.846700192,1766.670044,0.200000003,66
1,1,66,10.78429985,689.4559937,0.460000008,67
1,1,78,10.80060005,716.6669922,0.519999981,68
1,1,81,8.945630074,343.3330078,0.680000007,69
1,1,90,11.18529987,400.1359863,0.620000005,70
1,2,66,8.900090218,410,0.600000024,71
1,2,84,10.82330036,498.980011,0.600000024,72
1,2,90,13.49330044,230,0.800000012,73
1,3,60,10.81359959,383.3330078,0.600000024,74
1,3,84,11.1885004,340,0.720000029,75
1,3,87,9.271800041,236.8710022,0.759999991,76
1,3,90,13.46399975,310,0.74000001,77
1,4,84,9.297820091,318.5029907,0.699999988,78
1,4,87,13.52579975,123.3330002,0.920000017,79
1,4,90,15.74919987,243.2649994,0.779999971,80
1,5,87,17.65940094,256.8710022,0.759999991,81
1,5,90,19.85359955,356.6669922,0.720000029,82
1,6,84,13.04349995,596.2319946,0.560000002,83
1,6,87,17.58460045,400,0.639999986,84
1,6,90,18.25970078,273.3330078,0.779999971,85
1,7,87,15.7524004,200,0.819999993,86
1,8,78,9.187210083,549.7960205,0.660000026,87
3,1,60,14.9843998,180.2669983,0.959999979,0
3,1,66,16.79369926,152.8000031,1,1
3,1,78,18.69750023,150.8000031,1,2
3,1,81,18.72030067,151.1999969,1,3
3,1,87,18.89999962,161.3999939,1,4
3,1,90,21.67250061,210.6000061,1,5
3,2,60,13.05459976,125.3330002,0.980000019,6
3,2,66,16.81329918,134.2180023,0.959999979,7
3,2,78,18.69420052,124.1330032,0.980000019,8
3,2,84,25.0163002,124.3330002,0.980000019,9
3,2,87,19.25309944,134.3329926,0.980000019,10
3,2,90,28.84059906,200.3999939,1,11
3,3,60,18.70400047,110.4000015,1,12
3,3,81,20.63699913,101.1999969,1,13
3,3,84,19.93549919,173.5330048,0.980000019,14
3,3,87,23.92280006,160.1999969,1,15
3,3,90,26.91410065,200.1999969,1,16
3,4,81,18.88699913,121,1,17
3,4,84,23.93580055,160.8000031,1,18
3,4,87,32.86360168,228.4669952,0.959999979,19
3,4,90,35.46279907,220.8000031,1,20
3,5,87,35.50510025,180.6000061,1,21
3,5,90,42.81060028,221,1,22
3,6,84,27.83110046,141.3999939,1,23
3,6,87,33.19630051,180,1,24
3,6,90,42.10589981,240.1999969,1,25
3,7,84,30.09760094,170.1999969,1,26
3,7,87,33.5428009,190.6000061,1,27
3,7,90,40.53889847,260.2000122,1,28
3,8,78,23.65430069,144.7330017,0.980000019,29
3,8,81,22.21179962,171.1999969,1,30
3,8,84,31.13310051,171.1999969,1,31
3,8,90,43.47489929,300,1,32
2,1,60,14.18389988,299.8670044,0.74000001,33
2,1,66,16.09420013,230,0.860000014,34
2,1,78,17.98489952,205.6459961,0.860000014,35
2,1,81,17.98489952,150.8000031,0.939999998,36
2,1,87,18.14839935,187.0670013,0.899999976,37
2,1,90,20.79319954,253.7330017,0.899999976,38
2,2,60,12.21510029,174.1329956,0.879999995,39
2,2,66,16.11039925,133.9329987,0.939999998,40
2,2,78,18.02389908,203.5330048,0.819999993,41
2,2,84,24.35250092,147.0670013,0.899999976,42
2,2,87,18.58600044,144.5330048,0.920000017,43
2,2,90,27.7390995,194.5330048,0.920000017,44
2,3,60,18.05649948,138.6670074,0.899999976,45
2,3,84,19.03339958,191.6000061,0.879999995,46
2,3,87,23.06940079,151.1999969,0.939999998,47
2,3,90,25.84840012,153.3329926,0.980000019,48
2,4,81,18.23620033,120.1999969,0.939999998,49
2,4,84,23.07600021,138.2669983,0.959999979,50
2,4,87,31.84020042,142,1,51
2,4,90,34.24340057,151.1999969,1,52
2,5,87,34.22389984,190.0670013,0.899999976,53
2,5,90,41.38550186,178.2669983,0.959999979,54
2,6,84,26.94199944,127.4670029,0.959999979,55
2,6,87,31.94440079,144.1329956,0.980000019,56
2,6,90,40.5367012,177.7330017,0.980000019,57
2,7,84,29.21829987,176.5330048,0.920000017,58
2,7,87,32.28760147,168.8439941,0.939999998,59
2,7,90,38.97629929,244.3329926,0.939999998,60
2,8,75,18.35090065,156.6670074,0.899999976,61
2,8,78,22.66110039,197.2669983,0.860000014,62
2,8,81,21.34219933,157.4669952,0.959999979,63
2,8,84,30.06419945,171,0.939999998,64
2,8,90,41.73899841,274.1329956,0.920000017,65
1,1,60,6.934539795,716.6669922,0.460000008,66
1,1,66,10.77779961,671.2119751,0.479999989,67
1,1,78,10.85910034,610,0.600000024,68
1,1,81,8.932620049,370,0.660000026,69
1,1,90,11.2112999,277.6870117,0.74000001,70
1,2,66,8.90334034,436.6669922,0.620000005,71
1,2,84,10.8526001,383.3330078,0.639999986,72
1,2,90,13.44449997,301.2929993,0.74000001,73
1,3,60,10.82660007,623.3330078,0.560000002,74
1,3,84,11.14299965,340,0.680000007,75
1,3,87,9.222999573,468.1629944,0.579999983,76
1,3,90,13.46720028,256.6669922,0.759999991,77
1,4,84,9.320599556,254.4440002,0.720000029,78
1,4,87,13.48680019,190,0.819999993,79
1,4,90,15.6548996,392.9249878,0.620000005,80
